Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,126139,6707088.135799999,85716,4557708.2952
1172,4605.89,152001,700099885.8900001,90982,419053083.98

weighted_avg,NA,NA,706806974.0258001,NA,423610792.2752
weighted_%,NA,NA,0.6252617351712749,NA,0.3747382648287251
weighted_total,1130417766.301
