Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,397785,21151103.577,189081,10053852.7482
1172,4605.89,466197,2147252100.3300002,211112,972358649.6800001

weighted_avg,NA,NA,2168403203.907,NA,982412502.4282
weighted_%,NA,NA,0.688203756108963,NA,0.31179624389103694
weighted_total,3150815706.3352003
