Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,502456903,26716738937.696598
1172,4605.89,484578017,2231913042720.1304

weighted_avg,NA,NA,2258629781657.827
weighted_%,NA,NA,1.0
weighted_total,2258629781657.827
