Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2264,44.9546,1067973,48010299.0258,373653,16797421.1538,32517,1461788.7282,1,44.9546,165,7417.509,589,26478.2594,1043,46887.6478
812,334.908,793866,265872074.328,679488,227565967.104,4156,1391877.648,0,0.0,3795,1270975.86,36,12056.688,17,5693.436000000001
1358,97.2156,1149037,111704321.37719999,448999,43649707.1844,13902,1351491.2711999998,0,0.0,6621,643664.4876,455,44233.098,408,39663.9648
1778,40.8635,7786887,318199456.9245,200362,8187492.587,5353,218742.3155,0,0.0,0,0.0,7,286.0445,6,245.181
828,45.4532,1768262,80373166.3384,256778,11671381.7896,65778,2989820.5896,0,0.0,26,1181.7832,76,3454.4432,126,5727.1032000000005
2213,8.07837,1096176,8855315.31312,109079,881180.52123,10175,82197.41475,0,0.0,2,16.15674,23,185.80250999999998,50,403.9185
1726,65.5195,1302346,85329058.747,292005,19132021.597499996,4020,263388.38999999996,0,0.0,0,0.0,26,1703.5069999999998,0,0.0
2054,37.2896,872408,32531745.3568,652921,24347162.9216,2641,98481.8336,0,0.0,10,372.896,29,1081.3984,240,8949.504
1903,16.1097,901374,14520864.7278,224137,3610779.8289,641,10326.3177,0,0.0,1,16.1097,2,32.2194,13,209.4261
509,133.977,1170446,156812843.742,858631,115036805.487,7647,1024522.1190000001,0,0.0,181,24249.837,86,11522.022,26,3483.402
1751,10.0901,1042422,10518142.222199999,700477,7067882.9777,1670,16850.467,0,0.0,0,0.0,5,50.4505,0,0.0
62,40.4224,716398,28958526.515200004,508401,20550788.5824,8098,327340.59520000004,0,0.0,6,242.5344,79,3193.3696000000004,110,4446.464
2151,40.7196,1141231,46470469.8276,563964,22964388.4944,50897,2072505.4812,0,0.0,28,1140.1488,170,6922.332,225,9161.91
239,98.774,862966,85238603.684,587718,58051257.732,2252,222439.048,0,0.0,0,0.0,13,1284.062,3,296.322
1893,44.3029,649855,28790461.0795,903237,40016018.4873,1018,45100.3522,0,0.0,0,0.0,3,132.9087,2,88.6058
1305,111.513,903413,100742293.869,514700,57395741.1,18999,2118635.487,0,0.0,8574,956112.462,609,67911.417,496,55310.448000000004
1673,34.2884,584427,20039066.7468,284774,9764444.821600001,5670,194415.228,0,0.0,0,0.0,16,548.6144,9,308.59560000000005
492,45.4197,1239810,56311798.257,652017,29614416.5349,12479,566792.4363,0,0.0,409,18576.6573,113,5132.4261,34,1544.2698
2249,320.874,1068935,342993449.19,389975,125132838.15,40763,13079786.862000002,0,0.0,8733,2802192.642,917,294241.45800000004,891,285898.734
264,17.7912,903968,16082675.4816,886223,15766970.6376,48336,859955.4432,0,0.0,89,1583.4168,136,2419.6032,193,3433.7016
2123,26.1783,1111065,29085792.8895,703841,18425360.8503,48361,1266008.7663,1,26.1783,0,0.0,10,261.783,0,0.0
116,27.1629,1686390,45807242.931,708229,19237553.5041,20770,564173.433,0,0.0,3,81.4887,63,1711.2627,19,516.0951
1159,18.1708,1251430,22739484.244,312256,5673941.3248,17675,321168.89,0,0.0,29,526.9532,164,2980.0112,255,4633.554
1270,263.009,901788,237178360.092,467693,123007468.237,60576,15932033.184,0,0.0,2561,673566.049,5068,1332929.612,4599,1209578.391
2165,28.2044,1538634,43396248.7896,210590,5939564.596,1025,28909.51,0,0.0,0,0.0,0,0.0,4,112.8176
1152,171.372,1016379,174178901.988,232208,39793949.376,21536,3690667.3920000005,0,0.0,2,342.744,80,13709.760000000002,41,7026.252
792,79.0312,740993,58561565.9816,746767,59017892.1304,1226,96892.2512,0,0.0,0,0.0,1,79.0312,0,0.0
1979,51.6033,1627097,83963574.62009999,153560,7924202.748,8445,435789.8685,0,0.0,6,309.6198,45,2322.1485,8,412.8264
2185,56.1164,1603749,89996620.3836,264157,14823539.8748,99984,5610742.1376,0,0.0,2,112.2328,88,4938.2432,43,2413.0052

weighted_avg,NA,NA,2643262424.6729193,NA,1151048140.3343298,NA,56342843.46024999,NA,71.1329,NA,6402681.58804,NA,1841801.97571,NA,1696445.5755
weighted_%,NA,NA,0.6846775767713588,NA,0.29815308692583103,NA,0.014594344159205264,NA,1.8425375076689925e-08,NA,0.00165847040899856,NA,0.0004770773048680047,NA,0.000439426004363362
weighted_total,3860594408.739649
