Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2264,44.9546,171186,7695598.1556,1020,45853.692,3854605,173282225.933
812,334.908,63725,21342012.3,868,290700.14400000003,4078630,1365965816.04
1358,97.2156,281013,27318847.402799997,6578,639484.2167999999,3275381,318418129.1436
1778,40.8635,350896,14338838.696,2845,116256.6575,17512084,715605044.534
828,45.4532,963122,43776976.8904,9303,422851.11960000003,3457146,157138348.5672
2213,8.07837,808379,6530384.66223,55708,450029.83596,4052081,32734209.58797
1726,65.5195,95479,6255736.340499999,1749,114593.60549999999,3931732,257605114.774
2054,37.2896,52342,1951812.2432,405,15102.288,3320257,123811055.4272
1903,16.1097,652584,10512932.4648,2522,40628.6634,2531355,40779369.6435
509,133.977,1016349,136167389.973,5032,674172.264,2627369,352007016.513
1751,10.0901,299177,3018725.8477,10441,105350.7341,3209234,32381491.9834
62,40.4224,59241,2394663.3984000003,558,22555.699200000003,4102371,165827681.51040003
2151,40.7196,458302,18661874.1192,8534,347501.0664,3712876,151186825.5696
239,98.774,96275,9509466.85,86,8494.564,3892147,384442927.778
1893,44.3029,413755,18330546.3895,676,29948.7604,1610941,71369358.0289
1305,111.513,298151,33247712.463000003,12031,1341612.9030000002,3680447,410417686.311
1673,34.2884,85280,2924114.7520000003,59,2023.0156000000002,4745745,162724002.858
492,45.4197,636274,28899374.1978,5593,254032.3821,2592763,117762517.6311
2249,320.874,168622,54106415.628000006,9928,3185637.072,4303887,1381005437.2380002
264,17.7912,624586,11112134.4432,67527,1201386.3624,3094228,55050029.1936
2123,26.1783,350032,9163242.7056,558,14607.4914,1867092,48877294.5036
116,27.1629,267664,7270530.4656,1079,29308.7691,2899441,78757225.93890001
1159,18.1708,121259,2203373.0372,22283,404899.9364,3422424,62188182.0192
1270,263.009,172557,45384044.013000004,6776,1782148.9840000002,3740943,983901677.4870001
2165,28.2044,119684,3375615.4096,4310,121560.96399999999,3386329,95509377.6476
1152,171.372,405193,69438734.796,8424,1443637.7280000001,3433770,588452032.44
792,79.0312,75435,5961718.572,72,5690.2464,3727301,294573070.7912
1979,51.6033,629740,32496662.141999997,17656,911107.8648,2472619,127595300.0427
2185,56.1164,988378,55464215.1992,4692,263298.14879999997,3105774,174284856.0936

weighted_avg,NA,NA,688853693.55753,NA,14284475.178860003,NA,8923653305.229269
weighted_%,NA,NA,0.07155589641890973,NA,0.0014838251371176382,NA,0.9269602784439727
weighted_total,9626791473.965658
