Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
517,810.151,14.476,11727.745876
5297,898.498,14.469,13000.367562
5168,967.77,14.466,13999.76082
2807,979.819,14.471,14178.960749
2215,509.983,14.464,7376.394112
1490,862.35,14.466,12474.7551
3954,490.914,14.468,7102.543752
2031,399.553,14.465,5779.534145

weighted_avg,NA,NA,85640.06211599999
weighted_%,NA,NA,1.0
weighted_total,85640.06211599999
