Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,533440,432166949.44
5297,898.498,594260,533941421.48
5168,967.77,536260,518976340.2
2807,979.819,556445,545215383.4549999
2215,509.983,553315,282181243.645
1490,862.35,583355,503056184.25
3954,490.914,563625,276691403.25
2031,399.553,564060,225371865.18

weighted_avg,NA,NA,3317600790.9
weighted_%,NA,NA,1.0
weighted_total,3317600790.9
