Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,356,288413.756,12662,10258131.962
5297,898.498,0,0.0,0,0.0,0,0.0,352,316271.29600000003,13335,11981470.83
5168,967.77,0,0.0,0,0.0,0,0.0,350,338719.5,12428,12027445.56
2807,979.819,0,0.0,0,0.0,0,0.0,303,296885.157,12849,12589694.331
2215,509.983,0,0.0,0,0.0,0,0.0,301,153504.883,12994,6626719.102
1490,862.35,0,0.0,0,0.0,0,0.0,350,301822.5,13309,11477016.15
3954,490.914,0,0.0,0,0.0,0,0.0,378,185565.492,12965,6364700.01
2031,399.553,0,0.0,0,0.0,0,0.0,288,115071.264,13164,5259715.692

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,1996253.848,NA,76584893.637
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.025403724835922712,NA,0.9745962751640772
weighted_total,78581147.485
