Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
517,810.151,3549866,2875927489.766
5297,898.498,3568052,3205887585.8960004
5168,967.77,3547622,3433282142.94
2807,979.819,3551971,3480288673.249
2215,509.983,3547164,1808993338.2120001
1490,862.35,3571711,3080064980.85
3954,490.914,3561248,1748266500.672
2031,399.553,3559557,1422231678.021

weighted_avg,NA,NA,21054942389.606003
weighted_%,NA,NA,1.0
weighted_total,21054942389.606003
