Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,10180,8247337.18,522420,423239085.41999996
5297,898.498,0,0.0,0,0.0,0,0.0,10505,9438721.49,581760,522710196.48
5168,967.77,0,0.0,0,0.0,0,0.0,10290,9958353.299999999,525635,508693783.95
2807,979.819,0,0.0,0,0.0,0,0.0,7505,7353541.595,547635,536583178.065
2215,509.983,0,0.0,0,0.0,0,0.0,8625,4398603.375,544265,277565897.495
1490,862.35,0,0.0,0,0.0,0,0.0,9535,8222507.25,571875,493156406.25
3954,490.914,0,0.0,0,0.0,0,0.0,13175,6467791.95,550310,270154883.34
2031,399.553,0,0.0,0,0.0,0,0.0,8345,3334269.785,555385,221905742.905

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,57421125.925,NA,3254009173.905
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.01734027919233204,NA,0.982659720807668
weighted_total,3311430299.8300004
