Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,11668,9452841.867999999,0,0.0
5297,898.498,12224,10983239.552000001,0,0.0
5168,967.77,11364,10997738.28,0,0.0
2807,979.819,11811,11572642.208999999,0,0.0
2215,509.983,11875,6056048.125,0,0.0
1490,862.35,12192,10513771.200000001,0,0.0
3954,490.914,11828,5806530.791999999,0,0.0
2031,399.553,11911,4759075.783,0,0.0

weighted_avg,NA,NA,70141887.80900002,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,70141887.80900002
