Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190333,154198470.283,6970,5646752.47,4226965,3424479921.7149997
5297,898.498,192628,173075872.74400002,6764,6077440.472,4227426,3798333806.1480002
5168,967.77,197613,191243933.01,5416,5241442.32,4221738,4085671384.2599998
2807,979.819,190293,186452696.96699998,6085,5962198.614999999,4228078,4142751157.882
2215,509.983,197243,100590576.869,5451,2779917.333,4222066,2153181884.878
1490,862.35,196851,169754459.85,5882,5072342.7,4224244,3642776813.4
3954,490.914,197180,96798422.52,5573,2735863.722,4221837,2072558889.018
2031,399.553,196268,78419468.204,5548,2216720.0439999998,4222842,1687249189.626

weighted_avg,NA,NA,1150533900.447,NA,35732677.676,NA,25007003046.927002
weighted_%,NA,NA,0.04392479125044717,NA,0.0013641930995062547,NA,0.9547110156500466
weighted_total,26193269625.050003
