Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_w_val
517,810.151,0,0.0,0,0.0
5297,898.498,9,8086.482,11,9883.478000000001
5168,967.77,1,967.77,0,0.0
2807,979.819,0,0.0,0,0.0
2215,509.983,1,509.983,0,0.0
1490,862.35,10,8623.5,9,7761.150000000001
3954,490.914,0,0.0,0,0.0
2031,399.553,0,0.0,0,0.0

weighted_avg,NA,NA,18187.735,NA,17644.628
weighted_%,NA,NA,0.5075784424264735,NA,0.4924215575735265
weighted_total,35832.363
