Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,225,182283.97499999998,795300,644313090.3
5297,898.498,0,0.0,0,0.0,0,0.0,25,22462.45,849410,763193186.1800001
5168,967.77,0,0.0,0,0.0,0,0.0,200,193554.0,813200,786990564.0
2807,979.819,0,0.0,0,0.0,0,0.0,425,416423.075,815900,799434322.1
2215,509.983,0,0.0,0,0.0,0,0.0,100,50998.3,820270,418323755.41
1490,862.35,0,0.0,0,0.0,0,0.0,195,168158.25,835555,720540854.25
3954,490.914,0,0.0,0,0.0,0,0.0,255,125183.06999999999,819365,402237749.61
2031,399.553,0,0.0,0,0.0,0,0.0,55,21975.415,825740,329926894.21999997

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,1181038.5350000001,NA,4864960416.07
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.00024270534385767642,NA,0.9997572946561424
weighted_total,4866141454.605
