Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1473705,1193923579.455,14779,11973221.628999999
5297,898.498,1478220,1328177713.5600002,15641,14053407.218
5168,967.77,1476789,1429192090.53,14787,14310414.99
2807,979.819,1474223,1444471705.6369998,14818,14518957.942
2215,509.983,1474983,752216255.289,14909,7603336.547
1490,862.35,1479904,1276195214.4,15159,13072363.65
3954,490.914,1475603,724394171.142,14849,7289581.986
2031,399.553,1475409,589504092.177,14940,5969321.82

weighted_avg,NA,NA,8738074822.19,NA,88790605.782
weighted_%,NA,NA,0.989940867853199,NA,0.010059132146801056
weighted_total,8826865427.972
