Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190819,154592203.669,6527,5287855.577,4226922,3424445085.2219996
5297,898.498,192785,173216936.93,6366,5719838.268,4227667,3798550344.1660004
5168,967.77,197112,190759080.24,5341,5168859.57,4222316,4086230755.3199997
2807,979.819,189865,186033334.435,5762,5645717.078,4228829,4143487001.9509997
2215,509.983,196542,100233078.786,5386,2746768.438,4222832,2153572531.856
1490,862.35,196182,169177547.70000002,5738,4948164.3,4225059,3643479628.65
3954,490.914,196296,96364454.544,5273,2588589.522,4223028,2073143567.592
2031,399.553,195644,78170147.132,5293,2114834.029,4223721,1687600396.713

weighted_avg,NA,NA,1148546783.436,NA,34220626.782000005,NA,25010509311.47
weighted_%,NA,NA,0.043848915721376884,NA,0.001306466050261874,NA,0.9548446182283613
weighted_total,26193276721.688
