Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,903,731566.353,14250,11544651.75
5297,898.498,1,898.498,0,0.0,0,0.0,860,772708.28,15051,13523293.398
5168,967.77,0,0.0,0,0.0,0,0.0,1007,974544.39,14270,13810077.9
2807,979.819,1,979.819,0,0.0,0,0.0,1023,1002354.8369999999,14282,13993774.957999999
2215,509.983,2,1019.966,0,0.0,0,0.0,986,502843.238,14393,7340185.319
1490,862.35,11,9485.85,0,0.0,0,0.0,920,793362.0,14701,12677407.35
3954,490.914,0,0.0,0,0.0,0,0.0,1001,491404.914,14332,7035779.448
2031,399.553,0,0.0,0,0.0,0,0.0,1038,414736.014,14447,5772342.191

weighted_avg,NA,NA,12384.133,NA,0.0,NA,0.0,NA,5683520.026,NA,85697512.314
weighted_%,NA,NA,0.00013550355679786406,NA,0.0,NA,0.0,NA,0.062187411799832,NA,0.9376770846433702
weighted_total,91393416.47299999
