Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,15116,12246242.515999999,37,29975.587
5297,898.498,15859,14249279.782000002,49,44026.402
5168,967.77,15242,14750750.34,35,33871.95
2807,979.819,15257,14949098.483,48,47031.312
2215,509.983,15359,7832828.897,20,10199.66
1490,862.35,15578,13433688.3,40,34494.0
3954,490.914,15310,7515893.34,23,11291.021999999999
2031,399.553,15473,6182283.569,12,4794.636

weighted_avg,NA,NA,91160065.227,NA,215684.569
weighted_%,NA,NA,0.9976395863291789,NA,0.002360413670821026
weighted_total,91375749.796
