Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
517,810.151,911982,738843129.282,35262,28567544.562
5297,898.498,903963,812208947.574,36144,32475311.712
5168,967.77,909507,880193589.39,35037,33907757.49
2807,979.819,910862,892479893.9779999,35080,34372050.519999996
2215,509.983,913653,465947497.899,35843,18279320.669
1490,862.35,909622,784412531.7,36808,31741378.8
3954,490.914,912605,448010570.96999997,35464,17409774.096
2031,399.553,915644,365848307.13199997,36141,14440244.973

weighted_avg,NA,NA,5387944467.925,NA,211193382.82200003
weighted_%,NA,NA,0.9622810889012451,NA,0.03771891109875496
weighted_total,5599137850.747
