Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,15113,12243812.063,40,32406.039999999997
5297,898.498,15843,14234903.814000001,65,58402.37
5168,967.77,15237,14745911.49,40,38710.8
2807,979.819,15248,14940280.112,57,55849.683
2215,509.983,15358,7832318.914,21,10709.643
1490,862.35,15565,13422477.75,53,45704.55
3954,490.914,15308,7514911.512,25,12272.85
2031,399.553,15470,6181084.91,15,5993.295

weighted_avg,NA,NA,91115700.565,NA,260049.23100000003
weighted_%,NA,NA,0.9971540673364587,NA,0.0028459326635411506
weighted_total,91375749.796
