cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
2,7ffdaaf77dea,7ffdaaf77e32,0,228,0,2,0,0,0,1,0,0,6
2,7ffdaaf77dae,7ffdaaf77ea8,0,229,0,3,0,0,0,1,0,0,8
2,7ffdaaf77dc4,7ffdaaf77de0,0,229,0,1,0,0,0,1,0,0,4
2,7ffdaaf77dd8,7ffdaaf77d60,0,1,0,0,0,0,0,1,0,0,2
3,7ffdaaf77dd1,7ffda9b16420,0,1,0,0,0,0,0,1,0,0,2
2,7ffdaaf77d6e,0,0,229,0,0,0,0,0,0,0,0,0
3,7ffdaaf77d3c,7ffda9bcbca0,0,221,0,0,0,0,0,1,0,0,2
2,7ffdaaf77d44,0,0,221,0,0,0,0,0,0,0,0,0
1,7ffdaaf77d50,7ffdaaf77db4,0,221,0,0,0,0,0,1,0,0,2
2,7ffdaaf77d11,7ffdaaf77d35,0,221,0,0,0,0,0,1,0,0,2
2,7ffda9ddffa8,7ffda9ddffcd,0,5,0,0,0,0,0,1,0,0,2
2,7ffdaaf77fe9,7ffdaaf7803f,0,221,0,0,0,0,0,1,0,0,2
3,7ffda9ddfff0,7ffda9de0160,0,5,0,0,0,0,0,1,0,0,2
1,7ffdaaf77fcc,7ffdaaf77f1f,0,7,0,0,0,0,0,1,0,0,2
3,7ffdaaf77fc3,7ffda9b16d70,0,7,0,0,0,0,0,1,0,0,2
2,7ffda9ddffc6,7ffda9de0028,0,1,0,0,0,0,0,1,0,0,2
3,7ffda9ddffd9,7ffda9afab90,0,5,0,0,0,0,0,1,0,0,2
2,7ffda9ddff9a,7ffda9ddffb1,0,6,0,0,0,0,0,1,0,0,2
2,7ffdaaf77b91,7ffdaaf77d00,0,221,0,0,0,0,0,1,0,0,2
1,7ffda9ddff25,7ffda9ddfe69,0,6,0,0,0,0,0,1,0,0,2
2,7ffdaaf77f3d,0,0,385,0,0,0,0,0,0,0,0,0
2,7ffdaaf77f34,7ffdaaf77e90,0,1155,0,6,0,0,0,1,0,0,14
3,7ffdaaf77f08,7ffdaaf61f30,0,1155,0,0,0,0,0,1,0,0,2
2,7ffdaaf77f4c,7ffdaaf77e90,0,385,0,0,0,0,0,1,0,0,2
2,7ffda9ddff0f,0,0,6,0,0,0,0,0,0,0,0,0
2,7ffdaaf77f19,7ffdaaf77fb1,0,1155,0,8,0,0,0,1,0,0,18
2,7ffda9ddff52,0,0,6,0,0,0,0,0,0,0,0,0
1,7ffda9ddff15,7ffda9ddfee4,0,6,0,0,0,0,0,1,0,0,2
2,7ffda9ddfeeb,7ffda9ddff1e,0,12,0,6,0,0,0,1,0,0,14
3,7ffdaaf77aef,7ffdaaf78220,0,221,0,0,0,0,0,1,0,0,2
1,7ffdaaf77aad,7ffdaaf77abf,0,220,0,0,0,0,0,1,0,0,2
3,7ffdaaf77ea3,7ffdaaf78ad0,0,19302,0,0,0,0,0,1,0,0,2
2,7ffdaaf77ee5,7ffdaaf77e90,0,19302,0,2,0,0,0,1,0,0,6
2,7ffdaaf77ab9,7ffdaaf7817e,0,221,0,2,0,0,0,1,0,0,6
2,7ffdaaf77eff,0,0,1155,0,0,0,0,0,0,0,0,0
2,7ffdaaf77afd,7ffdaaf77b80,0,221,0,0,0,0,0,1,0,0,2
2,7ffdaaf77eb1,7ffdaaf77fe0,0,19523,0,32,0,0,0,1,0,0,66
2,7ffda9ddfeb4,0,0,6,0,0,0,0,0,0,0,0,0
2,7ffda9ddfed9,0,0,6,0,0,0,0,0,0,0,0,0
3,7ffdaaf77ede,7ffdaafa3120,0,19302,0,0,0,0,0,1,0,0,2
3,7ffdaaf77adf,7ffdaaf78220,0,221,0,0,0,0,0,1,0,0,2
