cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
3,b80042,b7fac0,0,186,0,0,0,0,0,1,0,0,2
2,b8004a,b80064,0,186,0,34,0,0,0,1,0,0,70
2,b8000c,b80018,0,149,0,36,0,0,0,3,0,0,78
2,b80012,b80179,0,113,0,2,0,0,0,1,0,0,6
7,809818,6d1279,0,3,0,0,0,0,0,0,0,0,0
2,b8001b,b7ff19,0,96,0,7,0,0,0,1,0,0,16
2,b8005d,b80036,0,45,0,1,0,0,0,1,0,0,4
2,b80068,b8007d,0,141,0,2,0,0,0,1,0,0,6
2,b80034,0,0,141,0,0,0,0,0,0,0,0,0
3,b80cc0,6884b0,0,2,0,0,0,0,0,2,0,0,4
2,b80081,b7fec8,0,141,0,3,0,0,0,1,0,0,8
2,1288cc9,1288e36,0,85,0,19,0,0,0,1,0,0,40
3,b80cca,688580,0,2,0,0,0,0,0,1,0,0,2
2,b80c8f,0,0,2,0,0,0,0,0,0,0,0,0
2,b884d0,b88510,0,5,0,0,0,0,0,1,0,0,2
3,aa0cd3,6c7200,0,2,0,0,0,0,0,1,0,0,2
2,1288cd6,1288e30,0,44,0,0,0,0,0,1,0,0,2
2,b80c99,0,0,2,0,0,0,0,0,0,0,0,0
2,aa0ce4,0,0,2,0,0,0,0,0,0,0,0,0
2,b80ce5,0,0,2,0,0,0,0,0,1,0,0,2
7,12a98a4,ca871f,0,22,0,0,0,0,0,0,0,0,0
2,b80ca7,b81cd8,0,2,0,0,0,0,0,1,0,0,2
2,1288cea,0,0,22,0,0,0,0,0,1,0,0,2
2,1288cad,0,0,85,0,0,0,0,0,1,0,0,2
3,b80cee,130c410,0,2,0,0,0,0,0,1,0,0,2
2,aa0cee,0,0,2,0,0,0,0,0,0,0,0,0
3,1288cf7,c8e1f0,0,22,0,0,0,0,0,1,0,0,2
3,b884b8,6caef0,0,5,0,0,0,0,0,1,0,0,2
2,1288cb9,1288cbf,0,85,0,0,0,0,0,1,0,0,2
2,aa0cfb,0,0,2,0,0,0,0,0,0,0,0,0
2,b80cfe,b81d50,0,2,0,0,0,0,0,1,0,0,2
3,b88544,b88190,0,7,0,0,0,0,0,1,0,0,2
2,aa0d45,0,0,2,0,0,0,0,0,0,0,0,0
2,1288d04,0,0,22,0,0,0,0,0,1,0,0,2
2,aa0d07,0,0,2,0,0,0,0,0,0,0,0,0
2,1288d4b,0,0,22,0,0,0,0,0,0,0,0,0
2,aa0d0c,aa0ec0,0,2,0,0,0,0,0,1,0,0,2
3,b88551,126b8d0,0,7,0,0,0,0,0,1,0,0,2
2,b88513,0,0,5,0,0,0,0,0,0,0,0,0
2,aa0d54,aa0fa0,0,6,0,1,0,0,0,1,0,0,4
2,b88558,b8859d,0,7,0,0,0,0,0,1,0,0,2
2,1288d18,0,0,22,0,0,0,0,0,0,0,0,0
3,1288d5b,cb0d60,0,22,0,0,0,0,0,1,0,0,2
2,b88521,0,0,5,0,0,0,0,0,0,0,0,0
