Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
4118,2431.67,90214587,219372104770.29
1010,22.174,102105508,2264087534.3919997
1362,2347.06,90110180,211493999070.8
5198,1186.62,90628452,107541533712.23999

weighted_avg,NA,NA,540671725087.722
weighted_%,NA,NA,1.0
weighted_total,540671725087.722
