Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
4118,2431.67,297993,724620638.3100001,20238,49212137.46,4690411,11405531716.37
1010,22.174,528436,11717539.864,18875,418534.25,4743027,105171880.698
1362,2347.06,295289,693061000.34,20619,48394030.14,4703424,11039218333.44
5198,1186.62,296334,351635851.08,21575,25601326.499999996,4680290,5553725719.799999

weighted_avg,NA,NA,1781035029.5939999,NA,123626028.35,NA,28103647650.308002
weighted_%,NA,NA,0.05935139653852708,NA,0.00411972662477989,NA,0.9365288768366931
weighted_total,30008308708.252003
