Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,70695,171906910.65,2981,7248808.2700000005
1010,22.174,71431,1583910.994,3456,76633.344
1362,2347.06,71742,168382778.52,3294,7731215.64
5198,1186.62,70410,83549914.19999999,3191,3786504.4199999995

weighted_avg,NA,NA,425423514.364,NA,18843161.674
weighted_%,NA,NA,0.9575859214964205,NA,0.042414078503579374
weighted_total,444266676.03800005
