Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
4118,2431.67,63799,155138114.33,5112,12430697.040000001
1010,22.174,66695,1478894.93,5005,110980.87
1362,2347.06,65083,152753705.98,4754,11157923.24
5198,1186.62,63030,74792658.6,4528,5373015.359999999

weighted_avg,NA,NA,384163373.84000003,NA,29072616.509999998
weighted_%,NA,NA,0.9296464558051291,NA,0.07035354419487097
weighted_total,413235990.35
