Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
4118,2431.67,4339067538,10551180360128.46
1010,22.174,4227980570,93751241159.18
1362,2347.06,4258992357,9996110601420.42
5198,1186.62,4339747698,5149631413400.76

weighted_avg,NA,NA,25790673616108.82
weighted_%,NA,NA,1.0
weighted_total,25790673616108.82
