Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,756594108,1839787194600.36
1010,22.174,813523964,18039080377.736
1362,2347.06,756936203,1776574684613.18
5198,1186.62,759470593,901202995065.6599

weighted_avg,NA,NA,4535603954656.937
weighted_%,NA,NA,1.0
weighted_total,4535603954656.937
