Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,6201605,15080256830.35
1010,22.174,6553430,145315756.82
1362,2347.06,6178550,14501427563.0
5198,1186.62,6198105,7354795355.099999

weighted_avg,NA,NA,37081795505.27
weighted_%,NA,NA,1.0
weighted_total,37081795505.27
