Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
4118,2431.67,1815272,4414142464.24,199808,485867119.36
1010,22.174,1833578,40657758.572,198237,4395707.238
1362,2347.06,1812375,4253752867.5,196584,461394443.03999996
5198,1186.62,1807084,2144322016.0799997,201539,239150208.17999998

weighted_avg,NA,NA,10852875106.392,NA,1190807477.818
weighted_%,NA,NA,0.9011259662904748,NA,0.0988740337095251
weighted_total,12043682584.210001
