Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
49,53.1722,782665683,41616056229.612595
1172,4605.89,713891857,3288107365237.7305

weighted_avg,NA,NA,3329723421467.3433
weighted_%,NA,NA,1.0
weighted_total,3329723421467.3433
