Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,28426,1511472.9571999998,766,40729.905199999994
1172,4605.89,27605,127145593.45,509,2344398.0100000002

weighted_avg,NA,NA,128657066.40720001,NA,2385127.9152
weighted_%,NA,NA,0.9817987791830476,NA,0.01820122081695249
weighted_total,131042194.3224
