Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,109868710,5841961021.8619995
1172,4605.89,89655930,412945351427.7

weighted_avg,NA,NA,418787312449.562
weighted_%,NA,NA,1.0
weighted_total,418787312449.562
