Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
49,53.1722,550246,29257790.361199997,42553,2262636.6266
1172,4605.89,648765,2988140225.8500004,38614,177851836.46

weighted_avg,NA,NA,3017398016.2112,NA,180114473.0866
weighted_%,NA,NA,0.9436704395402833,NA,0.0563295604597168
weighted_total,3197512489.2978
