Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
49,53.1722,28816,1532210.1152,376,19992.747199999998
1172,4605.89,27926,128624084.14000002,188,865907.3200000001

weighted_avg,NA,NA,130156294.25520001,NA,885900.0672
weighted_%,NA,NA,0.9932395815578268,NA,0.0067604184421732215
weighted_total,131042194.32240002
