Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4237318,225307520.1596
1172,4605.89,3989313,18374336853.57

weighted_avg,NA,NA,18599644373.7296
weighted_%,NA,NA,1.0
weighted_total,18599644373.7296
