Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
49,53.1722,1773535,94302757.727
1172,4605.89,1613105,7429784188.450001

weighted_avg,NA,NA,7524086946.177001
weighted_%,NA,NA,1.0
weighted_total,7524086946.177001
