Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
49,53.1722,37320,1984386.504
1172,4605.89,37855,174355965.95000002

weighted_avg,NA,NA,176340352.45400003
weighted_%,NA,NA,1.0
weighted_total,176340352.45400003
