Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
49,53.1722,298002074,15845425879.1428
1172,4605.89,274004532,1262034733893.48

weighted_avg,NA,NA,1277880159772.6228
weighted_%,NA,NA,1.0
weighted_total,1277880159772.6228
