Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
49,53.1722,2297026114,122137931938.8308
1172,4605.89,2606780584,12006544624039.762

weighted_avg,NA,NA,12128682555978.592
weighted_%,NA,NA,1.0
weighted_total,12128682555978.592
