Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
49,53.1722,1738745,92452896.889,124352,6612069.414399999
1172,4605.89,1765247,8130533504.830001,127704,588190576.5600001

weighted_avg,NA,NA,8222986401.719001,NA,594802645.9744
weighted_%,NA,NA,0.9325451490439101,NA,0.06745485095608987
weighted_total,8817789047.693401
