Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
4118,2431.67,1682659,4091671410.53,75119,182664618.73000002
1010,22.174,1685838,37381771.812,76005,1685334.8699999999
1362,2347.06,1682909,3949888397.54,76315,179115883.9
5198,1186.62,1673738,1986090985.5599997,75768,89907824.16

weighted_avg,NA,NA,10065032565.442,NA,453373661.65999997
weighted_%,NA,NA,0.9568971142708079,NA,0.04310288572919209
weighted_total,10518406227.102
