Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,67145,163274482.15,2681,6519307.2700000005
1010,22.174,67487,1496456.738,3041,67431.134
1362,2347.06,68263,160217356.78,2757,6470844.42
5198,1186.62,67534,80137195.08,2769,3285750.78

weighted_avg,NA,NA,405125490.74799997,NA,16343333.604
weighted_%,NA,NA,0.9612229122067866,NA,0.038777087793213545
weighted_total,421468824.35199994
