Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
4118,2431.67,2491996,6059711913.320001,281188,683756423.96
1010,22.174,2514381,55753884.294,281837,6249453.638
1362,2347.06,2485170,5832843100.2,275523,646669012.38
5198,1186.62,2477164,2939452345.68,280529,332881321.97999996

weighted_avg,NA,NA,14887761243.494,NA,1669556211.9580002
weighted_%,NA,NA,0.8991650539738701,NA,0.10083494602612986
weighted_total,16557317455.452
