Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,412811,1003820124.37,69778,169677069.26
1010,22.174,411545,9125598.83,79875,1771148.25
1362,2347.06,413631,970816774.86,73763,173126186.78
5198,1186.62,411370,488139869.4,72862,86459506.44

weighted_avg,NA,NA,2471902367.46,NA,431033910.72999996
weighted_%,NA,NA,0.8515179565020448,NA,0.14848204349795527
weighted_total,2902936278.19
