Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,249942,607776463.14,162869,396043661.23
1010,22.174,249218,5526159.932,162327,3599438.898
1362,2347.06,252044,591562390.64,161587,379254384.21999997
5198,1186.62,246793,292849509.65999997,164577,195290359.73999998

weighted_avg,NA,NA,1497714523.3719997,NA,974187844.088
weighted_%,NA,NA,0.6058955010067709,NA,0.394104498993229
weighted_total,2471902367.46
