Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
4118,2431.67,910,2212819.7,0,0.0,0,0.0,784945,1908727208.15,5250085,12766474191.95
1010,22.174,7335,162646.29,0,0.0,0,0.0,755425,16750793.95,5551305,123094637.07
1362,2347.06,390,915353.4,0,0.0,0,0.0,793565,1862544668.8999999,5272055,12373829408.3
5198,1186.62,650,771302.9999999999,0,0.0,0,0.0,846205,1004123777.0999999,5190885,6159607958.7

weighted_avg,NA,NA,4062122.39,NA,0.0,NA,0.0,NA,4792146448.1,NA,31423006196.02
weighted_%,NA,NA,0.00011215379505565732,NA,0.0,NA,0.0,NA,0.1323095069562647,NA,0.8675783392486796
weighted_total,36219214766.51
