Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
4118,2431.67,1135387,2760886506.29,1959078,4763831200.26
1010,22.174,1138174,25237870.276,1981389,43935319.686
1362,2347.06,1130977,2654470877.62,1969606,4622783458.36
5198,1186.62,1141289,1354276353.1799998,1922302,2281041999.24

weighted_avg,NA,NA,6794871607.365999,NA,11711591977.546
weighted_%,NA,NA,0.36716207697864767,NA,0.6328379230213523
weighted_total,18506463584.912
