Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
4118,2431.67,315189,766435635.63,259171,630218345.57
1010,22.174,315379,6993213.9459999995,262815,5827659.81
1362,2347.06,317549,745306555.9399999,257678,604785726.68
5198,1186.62,312574,370906559.88,259332,307728537.84

weighted_avg,NA,NA,1889641965.396,NA,1548560269.8999999
weighted_%,NA,NA,0.5496017500068079,NA,0.4503982499931922
weighted_total,3438202235.2959995
