Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1038004,840939978.604,533366,432106998.266
5297,898.498,1040553,934934789.394,561303,504329622.89400005
5168,967.77,1037556,1004115570.12,539542,522152561.34
2807,979.819,1037375,1016439735.125,533381,522616838.039
2215,509.983,1038508,529621425.364,535926,273313149.258
1490,862.35,1039486,896400752.1,546600,471360510.0
3954,490.914,1038013,509575113.88199997,537198,263718018.972
2031,399.553,1039448,415314566.744,536546,214378563.938

weighted_avg,NA,NA,6147341931.333001,NA,3203976262.7070003
weighted_%,NA,NA,0.6573770460779494,NA,0.34262295392205055
weighted_total,9351318194.04
