Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,341723,276847230.173,131274,106351762.374
5297,898.498,339126,304704032.748,135887,122094197.72600001
5168,967.77,341770,330754752.9,131518,127279174.86
2807,979.819,342039,335136310.941,131361,128710003.659
2215,509.983,341659,174240281.797,132631,67639555.273
1490,862.35,341077,294127750.95,134520,116003322.0
3954,490.914,341703,167746786.542,131760,64682828.64
2031,399.553,341291,136363842.923,132818,53067830.354

weighted_avg,NA,NA,2019920988.9740002,NA,785828674.8859999
weighted_%,NA,NA,0.7199220283234753,NA,0.28007797167652476
weighted_total,2805749663.86
