Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1571370,1273046976.87,580525,470312909.275,186,150688.08599999998,0,0.0
5297,898.498,1601856,1439264412.288,585192,525793841.61600006,312,280331.376,151,135673.198
5168,967.77,1577098,1526268131.46,580783,562064363.91,469,453884.13,0,0.0
2807,979.819,1570756,1539056573.164,580367,568654613.573,553,541839.907,0,0.0
2215,509.983,1574434,802934574.622,581804,296710149.332,445,226942.435,0,0.0
1490,862.35,1586086,1367761262.1000001,584033,503640857.55,538,463944.3,162,139700.7
3954,490.914,1575211,773293132.854,580786,285115978.404,547,268529.958,0,0.0
2031,399.553,1575994,629693130.682,581545,232358049.385,527,210564.431,0,0.0

weighted_avg,NA,NA,9351318194.039999,NA,3444650763.045,NA,2596724.6229999997,NA,275373.89800000004
weighted_%,NA,NA,0.7306378877128131,NA,0.2691377092722168,NA,0.00020288748111787924,NA,2.1515533852136088e-05
weighted_total,12798841055.605999
