Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1463720,1185834221.72,688361,557676352.5109999
5297,898.498,1463936,1315343568.128,723575,650130690.35
5168,967.77,1463546,1416375912.42,694804,672410467.08
2807,979.819,1463317,1433785799.623,688359,674467227.021
2215,509.983,1464454,746846644.2820001,692229,353025022.107
1490,862.35,1464636,1263028854.6000001,706183,608976910.0500001
3954,490.914,1463943,718670113.902,692601,340007527.314
2031,399.553,1464988,585340350.364,693078,276921394.134

weighted_avg,NA,NA,8665225465.039001,NA,4133615590.567
weighted_%,NA,NA,0.6770320396504619,NA,0.3229679603495382
weighted_total,12798841055.606
