Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
517,810.151,1474001,1194163384.151,14985,12140112.735
5297,898.498,1478659,1328572154.1820002,15844,14235802.312
5168,967.77,1476996,1429392418.92,15056,14570745.12
2807,979.819,1474233,1444481503.827,15058,14754114.502
2215,509.983,1475129,752290712.807,15163,7732872.229
1490,862.35,1480032,1276305595.2,15419,13296574.65
3954,490.914,1475557,724371589.0979999,15110,7417710.54
2031,399.553,1475448,589519674.744,15210,6077201.13

weighted_avg,NA,NA,8739097032.928999,NA,90225133.21800001
weighted_%,NA,NA,0.9897811936726085,NA,0.01021880632739139
weighted_total,8829322166.147
