Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190928,154680510.128,6379,5167953.228999999,4226961,3424476681.1109996
5297,898.498,192935,173351711.63,6142,5518574.716,4227741,3798616833.018
5168,967.77,197273,190914891.21,4960,4800139.2,4222536,4086443664.72
2807,979.819,189998,186163650.362,5421,5311598.799,4229037,4143690804.303
2215,509.983,196818,100373834.094,4954,2526455.782,4222988,2153652089.204
1490,862.35,196430,169391410.5,5414,4668762.9,4225135,3643545167.25
3954,490.914,196516,96472455.624,4927,2418733.278,4223154,2073205422.756
2031,399.553,195823,78241667.119,4880,1949818.64,4223955,1687693892.115

weighted_avg,NA,NA,1149590130.667,NA,32362036.544000003,NA,25011324554.477
weighted_%,NA,NA,0.04388874835637272,NA,0.0012355092830827186,NA,0.9548757423605446
weighted_total,26193276721.688
