Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,321846,260743858.746,77167,62516922.21699999
5297,898.498,318490,286162628.02000004,79904,71793584.192
5168,967.77,321863,311489355.51,76934,74454417.17999999
2807,979.819,322075,315575204.425,76764,75214825.71599999
2215,509.983,321689,164055921.287,77113,39326319.079
1490,862.35,320838,276674649.3,77963,67231393.05
3954,490.914,321767,157959925.038,76939,37770432.246
2031,399.553,321260,128360396.78,77546,30983736.938

weighted_avg,NA,NA,1901021939.1059997,NA,459291630.618
weighted_%,NA,NA,0.8054107570666103,NA,0.19458924293338986
weighted_total,2360313569.7239995
