Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
517,810.151,127815546,103549892407.446
5297,898.498,127681117,114721228262.266
5168,967.77,128530986,124388432321.22
2807,979.819,128518261,125924633974.75899
2215,509.983,128155512,65357132476.296
1490,862.35,128283338,110625136524.3
3954,490.914,128298013,62983290753.881996
2031,399.553,127990099,51138828025.747

weighted_avg,NA,NA,758688574745.9159
weighted_%,NA,NA,1.0
weighted_total,758688574745.9159
