Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,399013,323260780.963,38121,30883766.270999998
5297,898.498,398394,357956212.212,39498,35488874.004
5168,967.77,398797,385943772.69,38913,37658834.01
2807,979.819,398839,390790030.141,39918,39112414.842
2215,509.983,398802,203382240.366,38828,19801619.924
1490,862.35,398801,343906042.35,40844,35221823.4
3954,490.914,398706,195730357.284,38181,18743587.434
2031,399.553,398806,159344133.718,38029,15194601.037

weighted_avg,NA,NA,2360313569.724,NA,232105520.922
weighted_%,NA,NA,0.9104675930834308,NA,0.08953240691656922
weighted_total,2592419090.646
