Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_w_val
517,810.151,0,0.0,0,0.0
5297,898.498,7,6289.486000000001,13,11680.474
5168,967.77,1,967.77,0,0.0
2807,979.819,0,0.0,0,0.0
2215,509.983,1,509.983,0,0.0
1490,862.35,8,6898.8,11,9485.85
3954,490.914,0,0.0,0,0.0
2031,399.553,0,0.0,0,0.0

weighted_avg,NA,NA,14666.039,NA,21166.324
weighted_%,NA,NA,0.40929589265435834,NA,0.5907041073456417
weighted_total,35832.363
