Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
517,810.151,5611,4545757.261,53485,43330926.235
5297,898.498,5499,4940840.502,55320,49704909.36
5168,967.77,5609,5428221.93,53885,52148286.449999996
2807,979.819,5606,5492865.313999999,53977,52887690.162999995
2215,509.983,5579,2845195.157,54722,27907289.726
1490,862.35,5555,4790354.25,55874,48182943.9
3954,490.914,5594,2746172.9159999997,54101,26558938.314
2031,399.553,5570,2225510.21,54547,21794417.491

weighted_avg,NA,NA,33014917.540000003,NA,322515401.639
weighted_%,NA,NA,0.092861046608455,NA,0.9071389533915449
weighted_total,355530319.179
