Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,72,58330.871999999996,14913,12081781.863
5297,898.498,0,0.0,0,0.0,0,0.0,71,63793.358,15773,14172008.954
5168,967.77,0,0.0,0,0.0,0,0.0,68,65808.36,14988,14504936.76
2807,979.819,0,0.0,0,0.0,0,0.0,87,85244.253,14971,14668870.249
2215,509.983,0,0.0,0,0.0,0,0.0,36,18359.388,15127,7714512.841
1490,862.35,0,0.0,0,0.0,0,0.0,73,62951.55,15346,13233623.1
3954,490.914,0,0.0,0,0.0,0,0.0,58,28473.012,15052,7389237.528
2031,399.553,0,0.0,0,0.0,0,0.0,37,14783.461,15173,6062417.669

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,397744.25399999996,NA,89827388.96399999
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.0044083531917761655,NA,0.9955916468082239
weighted_total,90225133.21799998
