cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
7,80979d,ca85a2,0,7,0,0,0,0,0,0,0,0,0
7,12a9bf9,ce1865,0,698,0,0,0,0,0,0,0,0,0
1,12a9c03,12a9bd7,0,886,0,0,0,0,0,1,0,0,2
3,809789,67efe0,0,7,0,0,0,0,0,1,0,0,2
2,12a9bd2,12a9c00,0,3490,0,119,0,0,0,1,0,0,240
3,809796,578570,0,7,0,0,0,0,0,1,0,0,2
2,12a9bda,12a9bb8,0,4188,0,9,0,0,0,1,0,0,20
2,12a9bec,0,0,698,0,0,0,0,0,0,0,0,0
1,12a9bb0,12a9bd7,0,698,0,0,0,0,0,1,0,0,2
2,130c44d,0,0,698,0,0,0,0,0,1,0,0,2
2,130c458,0,0,698,0,0,0,0,0,0,0,0,0
3,130c460,577e90,0,698,0,0,0,0,0,1,0,0,2
2,130c468,0,0,698,0,0,0,0,0,1,0,0,2
1,130c4c0,130c4ae,0,214,0,0,0,0,0,1,0,0,2
2,130c4a4,130c4b8,0,214,0,3,0,0,0,1,0,0,8
2,130c4b1,0,0,214,0,0,0,0,0,1,0,0,2
1,130c8f4,578fc0,0,14151,0,0,0,0,0,1,0,0,2
3,130c4bb,5791a0,0,214,0,0,0,0,0,1,0,0,2
1,130c904,130c8f0,0,14151,0,0,0,0,0,1,0,0,2
3,130cb94,5791a0,0,13025,0,0,0,0,0,1,0,0,2
2,130cb9c,0,0,13025,0,0,0,0,0,4,0,0,8
7,130c470,ce1739,0,698,0,0,0,0,0,0,0,0,0
7,130c4b4,a6d494,0,214,0,0,0,0,0,0,0,0,0
7,130cb9f,cd3aaa,0,13025,0,0,0,0,0,0,0,0,0
2,ab2454,ab2171,0,10,0,2,0,0,0,1,0,0,6
1,ab2471,ab211d,0,32,0,0,0,0,0,1,0,0,2
3,ab247e,cb92b0,0,32,0,0,0,0,0,1,0,0,2
2,ab20c1,ab213d,0,13,0,1,0,0,0,1,0,0,4
2,ab2486,0,0,32,0,0,0,0,0,0,0,0,0
2,ab20c7,0,0,11,0,0,0,0,0,0,0,0,0
2,ab248c,ab2a18,0,32,0,0,0,0,0,1,0,0,2
2,ab20d4,0,0,11,0,0,0,0,0,0,0,0,0
2,a12cd7,a12f90,0,516,0,13,0,0,0,1,0,0,28
2,a12ceb,0,0,156,0,0,0,0,0,0,0,0,0
2,ab20ae,ab2468,0,45,0,10,0,0,0,1,0,0,22
2,a12cf3,0,0,156,0,0,0,0,0,0,0,0,0
2,ab20b8,0,0,13,0,0,0,0,0,0,0,0,0
2,a12cfe,0,0,156,0,0,0,0,0,0,0,0,0
2,ab2541,0,0,32,0,0,0,0,0,0,0,0,0
2,ab2104,ab2138,0,11,0,0,0,0,0,1,0,0,2
2,ab2147,ab2151,0,45,0,6,0,0,0,1,0,0,14
2,a12d09,0,0,156,0,0,0,0,0,0,0,0,0
1,ab2549,ab2180,0,32,0,0,0,0,0,1,0,0,2
2,a12d0f,a12da0,0,156,0,4,0,0,0,1,0,0,10
1,ab2112,ab2180,0,3,0,0,0,0,0,1,0,0,2
2,ab2155,0,0,45,0,0,0,0,0,0,0,0,0
2,a12d19,0,0,152,0,0,0,0,0,0,0,0,0
2,ab215b,ab2450,0,45,0,1,0,0,0,1,0,0,4
2,a12d1e,0,0,152,0,0,0,0,0,0,0,0,0
2,ab2120,0,0,32,0,0,0,0,0,0,0,0,0
2,ab2165,ab2520,0,35,0,0,0,0,0,1,0,0,2
2,ab2126,ab2690,0,32,0,0,0,0,0,1,0,0,2
2,a12d28,0,0,152,0,0,0,0,0,0,0,0,0
2,ab216f,ab2110,0,3,0,0,0,0,0,1,0,0,2
2,ab2532,0,0,32,0,0,0,0,0,0,0,0,0
2,ab2136,0,0,32,0,0,0,0,0,0,0,0,0
2,a12dc2,0,0,4,0,0,0,0,0,0,0,0,0
1,a12ddc,a12e15,0,4,0,0,0,0,0,1,0,0,2
2,ab21a5,ab225f,0,45,0,3,0,0,0,1,0,0,8
2,a12da7,0,0,4,0,0,0,0,0,0,0,0,0
2,ab21af,ab22bd,0,47,0,1,0,0,0,1,0,0,4
2,a12db9,0,0,4,0,0,0,0,0,0,0,0,0
2,ab21bc,ab2476,0,32,0,1,0,0,0,1,0,0,4
7,b33e40,b37bfd,0,42,0,0,0,0,0,0,0,0,0
2,812a44,0,0,229,0,0,0,0,0,1,0,0,2
