Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,2854,620593.738,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,29,2143.3754999999996,0,0.0
562,151.883,1223,185752.909,0,0.0
2322,74.3347,25,1858.3674999999998,0,0.0
533,77.6496,544,42241.3824,0,0.0
655,136.191,74,10078.134,0,0.0
414,208.958,5751,1201717.458,0,0.0
253,149.505,3074,459578.37,0,0.0
853,129.616,47,6091.952,0,0.0
907,262.418,1299,340880.982,0,0.0
1114,12.9007,16,206.4112,0,0.0
939,1055.11,12743,13445266.729999999,0,0.0
2606,11.2554,30,337.662,0,0.0
2837,150.956,3986,601710.6159999999,0,0.0
1793,150.359,23,3458.257,0,0.0
1046,85.9267,2008,172540.8136,0,0.0
554,46.3771,220,10202.962,0,0.0
1970,47.9169,2986,143079.8634,0,0.0

weighted_avg,NA,NA,17247739.9836,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,17247739.9836
