Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1798104,390992320.488,3267,710399.349
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695117,125285249.91149999,85,6282.3075
562,151.883,1465923,222648783.009,2009,305132.94700000004
2322,74.3347,1563105,116192941.2435,50,3716.7349999999997
533,77.6496,2359475,183212289.96,1738,134955.00480000002
655,136.191,1250819,170350290.429,229,31187.739
414,208.958,1905817,398235708.686,11851,2476361.258
253,149.505,1605505,240031025.025,3761,562288.3049999999
853,129.616,2476032,320933363.712,151,19572.016000000003
907,262.418,2106169,552696656.642,1987,521424.566
1114,12.9007,471820,6086808.274,19,245.1133
939,1055.11,2092439,2207753313.29,21155,22320852.049999997
2606,11.2554,1288554,14503190.6916,118,1328.1372
2837,150.956,1653443,249597141.508,5531,834937.6359999999
1793,150.359,1989028,299068261.05200005,215,32327.185
1046,85.9267,1301785,111858089.1595,2518,216363.4306
554,46.3771,1754222,81355729.1162,426,19756.6446
1970,47.9169,977457,46836709.3233,3500,167709.15

weighted_avg,NA,NA,5758567849.613601,NA,28364839.573999994
weighted_%,NA,NA,0.9950984673405658,NA,0.004901532659434128
weighted_total,5786932689.187601
